,cc_timestamp,location,price,last4ccnum,date,category
295,2014-01-08 12:00:00,Bean There Done That,17.45,1415,2014-01-08,Food and Beverage
296,2014-01-08 12:00:00,Bean There Done That,12.07,9635,2014-01-08,Food and Beverage
297,2014-01-08 12:00:00,Brewed Awakenings,11.73,7688,2014-01-08,Food and Beverage
298,2014-01-08 12:00:00,Jack's Magical Beans,3.96,6899,2014-01-08,Food and Beverage
299,2014-01-08 12:00:00,Brewed Awakenings,12.32,2540,2014-01-08,Food and Beverage
300,2014-01-08 12:00:00,Bean There Done That,8.06,1877,2014-01-08,Food and Beverage
301,2014-01-08 12:00:00,Brewed Awakenings,15.03,8332,2014-01-08,Food and Beverage
302,2014-01-08 12:00:00,Bean There Done That,94.96,1321,2014-01-08,Food and Beverage
303,2014-01-08 12:00:00,Jack's Magical Beans,18.78,9241,2014-01-08,Food and Beverage
304,2014-01-08 12:00:00,Jack's Magical Beans,12.37,8156,2014-01-08,Food and Beverage
305,2014-01-08 12:00:00,Jack's Magical Beans,31.25,2463,2014-01-08,Food and Beverage
306,2014-01-08 12:29:00,Frank's Fuel,65.34,3853,2014-01-08,Retail and Services
307,2014-01-08 12:45:00,Abila Airport,2723.18,8642,2014-01-08,Transportation and Heavy Industry
308,2014-01-08 12:56:00,Chostus Hotel,107.51,2540,2014-01-08,Leisure and Tourism
309,2014-01-08 13:03:00,Carlyle Chemical Inc.,4983.52,4530,2014-01-08,Retail and Services
310,2014-01-08 13:10:00,Abila Zacharo,22.13,5407,2014-01-08,Leisure and Tourism
311,2014-01-08 13:12:00,Hippokampos,26.55,8332,2014-01-08,Leisure and Tourism
312,2014-01-08 13:15:00,Hippokampos,9.03,4795,2014-01-08,Leisure and Tourism
313,2014-01-08 13:19:00,Katerina’s Café,29.26,7792,2014-01-08,Food and Beverage
314,2014-01-08 13:19:00,Chostus Hotel,111.89,9683,2014-01-08,Leisure and Tourism
315,2014-01-08 13:21:00,Ouzeri Elian,109.73,8156,2014-01-08,Leisure and Tourism
316,2014-01-08 13:23:00,Abila Zacharo,36.85,2463,2014-01-08,Leisure and Tourism
317,2014-01-08 13:26:00,Hippokampos,16.59,7253,2014-01-08,Leisure and Tourism
318,2014-01-08 13:27:00,Gelatogalore,32.79,8411,2014-01-08,Food and Beverage
319,2014-01-08 13:28:00,Katerina’s Café,8.53,6899,2014-01-08,Food and Beverage
320,2014-01-08 13:28:00,Gelatogalore,20.72,9405,2014-01-08,Food and Beverage
321,2014-01-08 13:29:00,Kalami Kafenion,24.08,5921,2014-01-08,Food and Beverage
322,2014-01-08 13:31:00,Hippokampos,37.89,1321,2014-01-08,Leisure and Tourism
323,2014-01-08 13:32:00,Guy's Gyros,30.12,7384,2014-01-08,Food and Beverage
324,2014-01-08 13:34:00,Abila Zacharo,14.41,1415,2014-01-08,Leisure and Tourism
325,2014-01-08 13:34:00,Katerina’s Café,88.98,1310,2014-01-08,Food and Beverage
326,2014-01-08 13:38:00,Gelatogalore,50.36,1286,2014-01-08,Food and Beverage
327,2014-01-08 13:39:00,Gelatogalore,119.75,3484,2014-01-08,Food and Beverage
328,2014-01-08 13:40:00,Guy's Gyros,77.9,3853,2014-01-08,Food and Beverage
329,2014-01-08 13:41:00,Katerina’s Café,26.45,2142,2014-01-08,Food and Beverage
330,2014-01-08 13:42:00,Gelatogalore,35.29,7889,2014-01-08,Food and Beverage
331,2014-01-08 13:42:00,Kalami Kafenion,22.49,8202,2014-01-08,Food and Beverage
332,2014-01-08 13:42:00,Katerina’s Café,57.04,6895,2014-01-08,Food and Beverage
333,2014-01-08 13:43:00,Hippokampos,39.8,9551,2014-01-08,Leisure and Tourism
334,2014-01-08 13:44:00,Kalami Kafenion,31.96,7354,2014-01-08,Food and Beverage
335,2014-01-08 13:45:00,Kalami Kafenion,23.82,3492,2014-01-08,Food and Beverage
336,2014-01-08 13:46:00,Abila Zacharo,28.25,2681,2014-01-08,Leisure and Tourism
337,2014-01-08 13:47:00,Katerina’s Café,27.05,1877,2014-01-08,Food and Beverage
338,2014-01-08 13:47:00,Gelatogalore,22.27,2418,2014-01-08,Food and Beverage
339,2014-01-08 13:47:00,Ouzeri Elian,104.92,5368,2014-01-08,Leisure and Tourism
340,2014-01-08 13:48:00,Hippokampos,28.79,9635,2014-01-08,Leisure and Tourism
341,2014-01-08 13:48:00,Gelatogalore,116.72,7819,2014-01-08,Food and Beverage
342,2014-01-08 13:51:00,Guy's Gyros,15.86,1874,2014-01-08,Food and Beverage
343,2014-01-08 13:51:00,Abila Zacharo,30.85,6901,2014-01-08,Leisure and Tourism
344,2014-01-08 13:52:00,Kalami Kafenion,14.77,6816,2014-01-08,Food and Beverage
345,2014-01-08 13:53:00,Abila Zacharo,16.2,9617,2014-01-08,Leisure and Tourism
346,2014-01-08 13:57:00,Guy's Gyros,10.34,4434,2014-01-08,Food and Beverage
347,2014-01-08 14:06:00,Katerina’s Café,22.94,7108,2014-01-08,Food and Beverage
348,2014-01-08 14:09:00,Kronos Pipe and Irrigation,3615.61,4530,2014-01-08,Transportation and Heavy Industry
349,2014-01-08 14:15:00,Kalami Kafenion,34.98,7117,2014-01-08,Food and Beverage
350,2014-01-08 14:17:00,Gelatogalore,39.94,4948,2014-01-08,Food and Beverage
351,2014-01-08 14:19:00,Kalami Kafenion,31.43,8129,2014-01-08,Food and Beverage
352,2014-01-08 14:26:00,Carlyle Chemical Inc.,4901.88,7792,2014-01-08,Retail and Services
353,2014-01-08 15:18:00,Maximum Iron and Steel,3136.01,4530,2014-01-08,Transportation and Heavy Industry
354,2014-01-08 15:29:00,Abila Airport,2769.12,8642,2014-01-08,Transportation and Heavy Industry
355,2014-01-08 19:21:00,Hippokampos,10.52,1415,2014-01-08,Leisure and Tourism
356,2014-01-08 19:28:00,Hippokampos,16.54,2540,2014-01-08,Leisure and Tourism
357,2014-01-08 19:32:00,Katerina’s Café,34.25,5407,2014-01-08,Food and Beverage
358,2014-01-08 19:36:00,Guy's Gyros,15.69,7354,2014-01-08,Food and Beverage
359,2014-01-08 19:48:00,Guy's Gyros,30.48,4434,2014-01-08,Food and Beverage
360,2014-01-08 20:00:00,Katerina’s Café,13.83,8411,2014-01-08,Food and Beverage
361,2014-01-08 20:02:00,Hippokampos,32.66,6895,2014-01-08,Leisure and Tourism
362,2014-01-08 20:07:00,Guy's Gyros,28.81,7384,2014-01-08,Food and Beverage
363,2014-01-08 20:07:00,Frydos Autosupply n' More,214.07,2418,2014-01-08,Manufacturing and Construction
364,2014-01-08 20:08:00,Guy's Gyros,33.02,5368,2014-01-08,Food and Beverage
365,2014-01-08 20:08:00,Katerina’s Café,31.59,1310,2014-01-08,Food and Beverage
366,2014-01-08 20:12:00,Ouzeri Elian,62.2,1286,2014-01-08,Leisure and Tourism
367,2014-01-08 20:15:00,Guy's Gyros,99.08,3484,2014-01-08,Food and Beverage
368,2014-01-08 20:17:00,Frydos Autosupply n' More,182.56,3853,2014-01-08,Manufacturing and Construction
369,2014-01-08 20:17:00,Guy's Gyros,18.24,9683,2014-01-08,Food and Beverage
370,2014-01-08 20:27:00,Katerina’s Café,33.31,2142,2014-01-08,Food and Beverage
371,2014-01-08 20:28:00,Hippokampos,96.75,7117,2014-01-08,Leisure and Tourism
372,2014-01-08 20:28:00,Frydos Autosupply n' More,268.89,6691,2014-01-08,Manufacturing and Construction
373,2014-01-08 20:31:00,Katerina’s Café,36.6,7889,2014-01-08,Food and Beverage
374,2014-01-08 20:35:00,Katerina’s Café,16.93,8202,2014-01-08,Food and Beverage
375,2014-01-08 20:42:00,Katerina’s Café,92.83,5921,2014-01-08,Food and Beverage
376,2014-01-08 20:45:00,Albert's Fine Clothing,136.01,9635,2014-01-08,Retail and Services
377,2014-01-08 20:49:00,Hippokampos,15.64,8332,2014-01-08,Leisure and Tourism
378,2014-01-08 20:53:00,Hippokampos,26.31,7688,2014-01-08,Leisure and Tourism
379,2014-01-08 20:57:00,Guy's Gyros,10.28,6901,2014-01-08,Food and Beverage
380,2014-01-08 20:58:00,Guy's Gyros,22.91,7819,2014-01-08,Food and Beverage
381,2014-01-08 21:00:00,General Grocer,265.84,7108,2014-01-08,Retail and Services
382,2014-01-08 21:02:00,Katerina’s Café,28.86,4948,2014-01-08,Food and Beverage
383,2014-01-08 21:09:00,Katerina’s Café,27.87,1874,2014-01-08,Food and Beverage
384,2014-01-08 21:16:00,Ouzeri Elian,30.81,9551,2014-01-08,Leisure and Tourism
385,2014-01-08 21:17:00,Ouzeri Elian,29.85,6899,2014-01-08,Leisure and Tourism
386,2014-01-08 21:32:00,Hippokampos,78.99,2463,2014-01-08,Leisure and Tourism
387,2014-01-09 07:35:00,Coffee Cameleon,12.47,7253,2014-01-09,Food and Beverage
388,2014-01-09 07:36:00,Brew've Been Served,70.71,9683,2014-01-09,Food and Beverage
389,2014-01-09 07:37:00,Hallowed Grounds,17.56,1310,2014-01-09,Food and Beverage
390,2014-01-09 07:37:00,Coffee Cameleon,19.99,5921,2014-01-09,Food and Beverage
391,2014-01-09 07:42:00,Hallowed Grounds,56.77,7108,2014-01-09,Food and Beverage
392,2014-01-09 07:43:00,Brew've Been Served,5.43,5368,2014-01-09,Food and Beverage
393,2014-01-09 07:46:00,Hallowed Grounds,75.24,8129,2014-01-09,Food and Beverage
394,2014-01-09 07:46:00,Brew've Been Served,4.4,4948,2014-01-09,Food and Beverage
395,2014-01-09 07:48:00,Brew've Been Served,5.3,7384,2014-01-09,Food and Beverage
396,2014-01-09 07:48:00,Brew've Been Served,34.85,7354,2014-01-09,Food and Beverage
397,2014-01-09 07:48:00,Brew've Been Served,5.13,4795,2014-01-09,Food and Beverage
398,2014-01-09 07:50:00,Hallowed Grounds,34.45,9551,2014-01-09,Food and Beverage
399,2014-01-09 07:51:00,Hallowed Grounds,19.22,7889,2014-01-09,Food and Beverage
400,2014-01-09 07:56:00,Brew've Been Served,98.25,8202,2014-01-09,Food and Beverage
401,2014-01-09 07:57:00,Hallowed Grounds,18.48,9617,2014-01-09,Food and Beverage
402,2014-01-09 07:57:00,Brew've Been Served,5.26,8411,2014-01-09,Food and Beverage
403,2014-01-09 07:57:00,Hallowed Grounds,50.25,9405,2014-01-09,Food and Beverage
404,2014-01-09 07:58:00,Brew've Been Served,19.47,6901,2014-01-09,Food and Beverage
405,2014-01-09 08:00:00,Brew've Been Served,6.61,7819,2014-01-09,Food and Beverage
406,2014-01-09 08:00:00,Brew've Been Served,6.21,4434,2014-01-09,Food and Beverage
407,2014-01-09 08:01:00,Brew've Been Served,92.12,3484,2014-01-09,Food and Beverage
408,2014-01-09 08:03:00,Coffee Cameleon,16.13,2142,2014-01-09,Food and Beverage
409,2014-01-09 08:07:00,Hallowed Grounds,65.68,3492,2014-01-09,Food and Beverage
410,2014-01-09 08:14:00,Brew've Been Served,17.64,1286,2014-01-09,Food and Beverage
411,2014-01-09 08:15:00,Brew've Been Served,5.57,5407,2014-01-09,Food and Beverage
412,2014-01-09 08:15:00,Hallowed Grounds,15.33,2681,2014-01-09,Food and Beverage
413,2014-01-09 09:26:00,Abila Airport,2358.22,3506,2014-01-09,Transportation and Heavy Industry
414,2014-01-09 09:54:00,Carlyle Chemical Inc.,529.47,7792,2014-01-09,Retail and Services
415,2014-01-09 10:16:00,Nationwide Refinery,674.28,9735,2014-01-09,Transportation and Heavy Industry
416,2014-01-09 10:38:00,Stewart and Sons Fabrication,1015.65,3506,2014-01-09,Manufacturing and Construction
417,2014-01-09 11:21:00,Carlyle Chemical Inc.,732.82,4530,2014-01-09,Retail and Services
418,2014-01-09 11:34:00,Nationwide Refinery,289.3,7792,2014-01-09,Transportation and Heavy Industry
419,2014-01-09 11:37:00,Stewart and Sons Fabrication,3544.0,9735,2014-01-09,Manufacturing and Construction
420,2014-01-09 12:00:00,Coffee Shack,5.01,7117,2014-01-09,Food and Beverage
421,2014-01-09 12:00:00,Bean There Done That,13.0,1415,2014-01-09,Food and Beverage
422,2014-01-09 12:00:00,Brewed Awakenings,11.76,7688,2014-01-09,Food and Beverage
423,2014-01-09 12:00:00,Jack's Magical Beans,10.11,6899,2014-01-09,Food and Beverage
424,2014-01-09 12:00:00,Jack's Magical Beans,6.0,3853,2014-01-09,Food and Beverage
425,2014-01-09 12:00:00,Brewed Awakenings,13.16,2540,2014-01-09,Food and Beverage
426,2014-01-09 12:00:00,Bean There Done That,4.06,1877,2014-01-09,Food and Beverage
427,2014-01-09 12:00:00,Brewed Awakenings,17.66,8332,2014-01-09,Food and Beverage
428,2014-01-09 12:00:00,Bean There Done That,15.53,1321,2014-01-09,Food and Beverage
429,2014-01-09 12:00:00,Jack's Magical Beans,12.13,9241,2014-01-09,Food and Beverage
430,2014-01-09 12:00:00,Jack's Magical Beans,15.55,8156,2014-01-09,Food and Beverage
431,2014-01-09 12:00:00,Jack's Magical Beans,37.43,2463,2014-01-09,Food and Beverage
432,2014-01-09 12:13:00,Abila Airport,202.93,8642,2014-01-09,Transportation and Heavy Industry
433,2014-01-09 12:49:00,Nationwide Refinery,1440.39,3506,2014-01-09,Transportation and Heavy Industry
434,2014-01-09 12:59:00,Ouzeri Elian,31.03,8332,2014-01-09,Leisure and Tourism
435,2014-01-09 13:03:00,Katerina’s Café,17.02,7253,2014-01-09,Food and Beverage
436,2014-01-09 13:12:00,Gelatogalore,19.2,5407,2014-01-09,Food and Beverage
437,2014-01-09 13:18:00,Abila Airport,4792.5,2276,2014-01-09,Transportation and Heavy Industry
438,2014-01-09 13:21:00,Ouzeri Elian,26.09,7688,2014-01-09,Leisure and Tourism
439,2014-01-09 13:21:00,Gelatogalore,23.45,4795,2014-01-09,Food and Beverage
440,2014-01-09 13:21:00,Guy's Gyros,105.4,7354,2014-01-09,Food and Beverage
441,2014-01-09 13:23:00,Gelatogalore,8.6,6899,2014-01-09,Food and Beverage
442,2014-01-09 13:23:00,Gelatogalore,56.74,2540,2014-01-09,Food and Beverage
443,2014-01-09 13:23:00,Ouzeri Elian,22.4,6816,2014-01-09,Leisure and Tourism
444,2014-01-09 13:23:00,Katerina’s Café,16.98,7792,2014-01-09,Food and Beverage
445,2014-01-09 13:24:00,Abila Zacharo,8.16,3484,2014-01-09,Leisure and Tourism
446,2014-01-09 13:27:00,Kalami Kafenion,110.76,6895,2014-01-09,Food and Beverage
447,2014-01-09 13:27:00,Katerina’s Café,25.85,8156,2014-01-09,Food and Beverage
448,2014-01-09 13:28:00,Guy's Gyros,13.59,7889,2014-01-09,Food and Beverage
449,2014-01-09 13:29:00,Hippokampos,27.47,2418,2014-01-09,Leisure and Tourism
450,2014-01-09 13:32:00,Abila Zacharo,8.6,2463,2014-01-09,Leisure and Tourism
451,2014-01-09 13:35:00,Katerina’s Café,10.42,3853,2014-01-09,Food and Beverage
452,2014-01-09 13:35:00,Gelatogalore,23.23,8411,2014-01-09,Food and Beverage
453,2014-01-09 13:36:00,Hippokampos,27.93,9683,2014-01-09,Leisure and Tourism
454,2014-01-09 13:37:00,Hippokampos,9.12,1321,2014-01-09,Leisure and Tourism
455,2014-01-09 13:38:00,Kalami Kafenion,18.14,7384,2014-01-09,Food and Beverage
456,2014-01-09 13:40:00,Abila Zacharo,20.73,1874,2014-01-09,Leisure and Tourism
457,2014-01-09 13:40:00,Gelatogalore,11.94,9405,2014-01-09,Food and Beverage
458,2014-01-09 13:41:00,Abila Zacharo,89.41,9551,2014-01-09,Leisure and Tourism
459,2014-01-09 13:41:00,Hippokampos,8.43,9635,2014-01-09,Leisure and Tourism
460,2014-01-09 13:41:00,Hippokampos,39.22,5368,2014-01-09,Leisure and Tourism
461,2014-01-09 13:43:00,Guy's Gyros,74.91,1415,2014-01-09,Food and Beverage
462,2014-01-09 13:44:00,Guy's Gyros,15.0,9617,2014-01-09,Food and Beverage
463,2014-01-09 13:45:00,Gelatogalore,24.68,2681,2014-01-09,Food and Beverage
464,2014-01-09 13:47:00,Abila Zacharo,48.39,1286,2014-01-09,Leisure and Tourism
465,2014-01-09 13:51:00,Hippokampos,13.84,1310,2014-01-09,Leisure and Tourism
466,2014-01-09 13:53:00,Hippokampos,16.65,2142,2014-01-09,Leisure and Tourism
467,2014-01-09 13:56:00,Kalami Kafenion,19.84,4948,2014-01-09,Food and Beverage
468,2014-01-09 13:56:00,Hippokampos,65.7,4434,2014-01-09,Leisure and Tourism
469,2014-01-09 13:56:00,Guy's Gyros,8.87,6901,2014-01-09,Food and Beverage
470,2014-01-09 14:03:00,Kalami Kafenion,35.99,6691,2014-01-09,Food and Beverage
471,2014-01-09 14:04:00,Kalami Kafenion,10.94,8129,2014-01-09,Food and Beverage
472,2014-01-09 14:04:00,Ouzeri Elian,32.89,7108,2014-01-09,Leisure and Tourism
473,2014-01-09 14:06:00,Katerina’s Café,8.01,1877,2014-01-09,Food and Beverage
474,2014-01-09 14:09:00,Guy's Gyros,27.69,8202,2014-01-09,Food and Beverage
475,2014-01-09 14:12:00,Abila Scrapyard,1158.36,2276,2014-01-09,Retail and Services
476,2014-01-09 14:13:00,Guy's Gyros,17.44,5921,2014-01-09,Food and Beverage
477,2014-01-09 14:15:00,Abila Zacharo,14.37,7819,2014-01-09,Leisure and Tourism
478,2014-01-09 14:18:00,Gelatogalore,36.75,7117,2014-01-09,Food and Beverage
479,2014-01-09 14:26:00,Carlyle Chemical Inc.,382.43,7792,2014-01-09,Retail and Services
480,2014-01-09 14:28:00,Kronos Pipe and Irrigation,423.14,4530,2014-01-09,Transportation and Heavy Industry
481,2014-01-09 15:00:00,Stewart and Sons Fabrication,918.6,2276,2014-01-09,Manufacturing and Construction
482,2014-01-09 15:16:00,Maximum Iron and Steel,1527.14,4530,2014-01-09,Transportation and Heavy Industry
483,2014-01-09 15:50:00,Abila Airport,4538.52,8642,2014-01-09,Transportation and Heavy Industry
484,2014-01-09 16:22:00,Carlyle Chemical Inc.,2176.2,7792,2014-01-09,Retail and Services
485,2014-01-09 16:27:00,Nationwide Refinery,1322.5,2276,2014-01-09,Transportation and Heavy Industry
486,2014-01-09 19:25:00,Katerina’s Café,35.92,8129,2014-01-09,Food and Beverage
487,2014-01-09 19:30:00,Katerina’s Café,26.6,5921,2014-01-09,Food and Beverage
488,2014-01-09 19:32:00,Frydos Autosupply n' More,138.02,3484,2014-01-09,Manufacturing and Construction
489,2014-01-09 19:41:00,Guy's Gyros,31.81,7354,2014-01-09,Food and Beverage
490,2014-01-09 19:42:00,Ouzeri Elian,27.08,6899,2014-01-09,Leisure and Tourism
491,2014-01-09 19:43:00,Ouzeri Elian,31.07,9241,2014-01-09,Leisure and Tourism
492,2014-01-09 19:52:00,Guy's Gyros,29.96,6816,2014-01-09,Food and Beverage
493,2014-01-09 20:05:00,Hippokampos,15.02,2540,2014-01-09,Leisure and Tourism
494,2014-01-09 20:06:00,Katerina’s Café,26.6,4948,2014-01-09,Food and Beverage
495,2014-01-09 20:08:00,Katerina’s Café,19.02,3492,2014-01-09,Food and Beverage
496,2014-01-09 20:09:00,Katerina’s Café,90.97,6691,2014-01-09,Food and Beverage
497,2014-01-09 20:15:00,Hippokampos,70.68,1877,2014-01-09,Leisure and Tourism
498,2014-01-09 20:19:00,General Grocer,285.34,4795,2014-01-09,Retail and Services
499,2014-01-09 20:20:00,Katerina’s Café,91.14,9405,2014-01-09,Food and Beverage
500,2014-01-09 20:20:00,Frydos Autosupply n' More,31.24,6901,2014-01-09,Manufacturing and Construction
501,2014-01-09 20:21:00,Albert's Fine Clothing,224.52,7117,2014-01-09,Retail and Services
502,2014-01-09 20:21:00,Frydos Autosupply n' More,120.65,1321,2014-01-09,Manufacturing and Construction
503,2014-01-09 20:22:00,Katerina’s Café,29.82,8202,2014-01-09,Food and Beverage
504,2014-01-09 20:23:00,Guy's Gyros,8.23,7889,2014-01-09,Food and Beverage
505,2014-01-09 20:24:00,Guy's Gyros,18.26,1286,2014-01-09,Food and Beverage
506,2014-01-09 20:27:00,Katerina’s Café,53.78,5407,2014-01-09,Food and Beverage
507,2014-01-09 20:29:00,Guy's Gyros,23.34,7253,2014-01-09,Food and Beverage
508,2014-01-09 20:38:00,Katerina’s Café,30.69,2418,2014-01-09,Food and Beverage
509,2014-01-09 20:38:00,Guy's Gyros,8.23,5368,2014-01-09,Food and Beverage
510,2014-01-09 20:39:00,Guy's Gyros,35.05,7384,2014-01-09,Food and Beverage
511,2014-01-09 20:41:00,Hippokampos,9.13,2463,2014-01-09,Leisure and Tourism
512,2014-01-09 20:45:00,Frydos Autosupply n' More,276.75,3853,2014-01-09,Manufacturing and Construction
513,2014-01-09 21:01:00,Hippokampos,24.96,6895,2014-01-09,Leisure and Tourism
514,2014-01-09 21:09:00,Guy's Gyros,31.31,4434,2014-01-09,Food and Beverage
515,2014-01-09 21:12:00,Hippokampos,23.66,8156,2014-01-09,Leisure and Tourism
516,2014-01-09 21:13:00,Shoppers' Delight,258.43,2681,2014-01-09,Retail and Services
517,2014-01-09 21:18:00,Katerina’s Café,8.57,1310,2014-01-09,Food and Beverage
518,2014-01-09 21:27:00,Albert's Fine Clothing,229.98,8332,2014-01-09,Retail and Services
519,2014-01-09 21:38:00,Hippokampos,10.12,9635,2014-01-09,Leisure and Tourism
520,2014-01-10 07:34:00,Hallowed Grounds,16.75,8129,2014-01-10,Food and Beverage
521,2014-01-10 07:35:00,Brew've Been Served,15.85,6816,2014-01-10,Food and Beverage
522,2014-01-10 07:40:00,Coffee Cameleon,8.51,7253,2014-01-10,Food and Beverage
523,2014-01-10 07:41:00,Hallowed Grounds,12.03,1874,2014-01-10,Food and Beverage
524,2014-01-10 07:41:00,Hallowed Grounds,8.34,9617,2014-01-10,Food and Beverage
525,2014-01-10 07:41:00,Hallowed Grounds,11.49,1310,2014-01-10,Food and Beverage
526,2014-01-10 07:45:00,Brew've Been Served,5.01,3484,2014-01-10,Food and Beverage
527,2014-01-10 07:45:00,Hallowed Grounds,11.38,3492,2014-01-10,Food and Beverage
528,2014-01-10 07:46:00,Hallowed Grounds,17.63,2681,2014-01-10,Food and Beverage
529,2014-01-10 07:47:00,Brew've Been Served,44.88,4948,2014-01-10,Food and Beverage
530,2014-01-10 07:47:00,Coffee Cameleon,11.54,5921,2014-01-10,Food and Beverage
531,2014-01-10 07:48:00,Brew've Been Served,13.32,9405,2014-01-10,Food and Beverage
532,2014-01-10 07:49:00,Hallowed Grounds,10.34,7889,2014-01-10,Food and Beverage
533,2014-01-10 07:49:00,Brew've Been Served,89.93,9683,2014-01-10,Food and Beverage
534,2014-01-10 07:50:00,Hallowed Grounds,10.76,7108,2014-01-10,Food and Beverage
535,2014-01-10 07:51:00,Brew've Been Served,12.77,5407,2014-01-10,Food and Beverage
536,2014-01-10 07:54:00,Brew've Been Served,83.44,7384,2014-01-10,Food and Beverage
537,2014-01-10 07:54:00,Coffee Cameleon,9.69,2418,2014-01-10,Food and Beverage
538,2014-01-10 07:55:00,Brew've Been Served,85.91,5368,2014-01-10,Food and Beverage
539,2014-01-10 07:56:00,Brew've Been Served,97.25,4795,2014-01-10,Food and Beverage
540,2014-01-10 07:56:00,Brew've Been Served,90.72,7354,2014-01-10,Food and Beverage
541,2014-01-10 07:59:00,Abila Airport,4039.36,9614,2014-01-10,Transportation and Heavy Industry
542,2014-01-10 08:01:00,Brew've Been Served,5.89,1286,2014-01-10,Food and Beverage
543,2014-01-10 08:01:00,Brew've Been Served,5.31,6901,2014-01-10,Food and Beverage
544,2014-01-10 08:06:00,Hallowed Grounds,9.34,6691,2014-01-10,Food and Beverage
545,2014-01-10 08:09:00,Brew've Been Served,14.45,3853,2014-01-10,Food and Beverage
546,2014-01-10 08:09:00,Brew've Been Served,3.03,7819,2014-01-10,Food and Beverage
547,2014-01-10 08:11:00,Coffee Cameleon,13.25,2142,2014-01-10,Food and Beverage
548,2014-01-10 08:17:00,Brew've Been Served,8.47,8202,2014-01-10,Food and Beverage
549,2014-01-10 08:17:00,Brew've Been Served,12.64,4434,2014-01-10,Food and Beverage
550,2014-01-10 08:20:00,Brew've Been Served,14.36,8411,2014-01-10,Food and Beverage
551,2014-01-10 09:09:00,Carlyle Chemical Inc.,227.81,9614,2014-01-10,Retail and Services
552,2014-01-10 09:30:00,Kronos Mart,203.91,7688,2014-01-10,Retail and Services
553,2014-01-10 10:00:00,Nationwide Refinery,1552.82,9735,2014-01-10,Transportation and Heavy Industry
554,2014-01-10 10:40:00,Nationwide Refinery,2302.73,9614,2014-01-10,Transportation and Heavy Industry
555,2014-01-10 11:49:00,Stewart and Sons Fabrication,4074.1,9735,2014-01-10,Manufacturing and Construction
556,2014-01-10 12:00:00,Bean There Done That,15.39,1415,2014-01-10,Food and Beverage
557,2014-01-10 12:00:00,Bean There Done That,3.92,9635,2014-01-10,Food and Beverage
558,2014-01-10 12:00:00,Brewed Awakenings,13.82,7688,2014-01-10,Food and Beverage
559,2014-01-10 12:00:00,Jack's Magical Beans,15.69,6899,2014-01-10,Food and Beverage
560,2014-01-10 12:00:00,Brewed Awakenings,6.17,2540,2014-01-10,Food and Beverage
561,2014-01-10 12:00:00,Bean There Done That,13.41,1877,2014-01-10,Food and Beverage
562,2014-01-10 12:00:00,Brewed Awakenings,13.9,8332,2014-01-10,Food and Beverage
563,2014-01-10 12:00:00,Bean There Done That,18.67,1321,2014-01-10,Food and Beverage
564,2014-01-10 12:00:00,Bean There Done That,9.3,6895,2014-01-10,Food and Beverage
565,2014-01-10 12:00:00,Jack's Magical Beans,16.29,9241,2014-01-10,Food and Beverage
566,2014-01-10 12:00:00,Jack's Magical Beans,5.46,8156,2014-01-10,Food and Beverage
567,2014-01-10 12:00:00,Jack's Magical Beans,8.22,2463,2014-01-10,Food and Beverage
568,2014-01-10 12:10:00,Stewart and Sons Fabrication,4195.49,9614,2014-01-10,Manufacturing and Construction
569,2014-01-10 13:08:00,Chostus Hotel,133.25,9683,2014-01-10,Leisure and Tourism
570,2014-01-10 13:11:00,Chostus Hotel,197.41,2540,2014-01-10,Leisure and Tourism
571,2014-01-10 13:12:00,Guy's Gyros,36.44,8156,2014-01-10,Food and Beverage
572,2014-01-10 13:16:00,Ouzeri Elian,30.71,9551,2014-01-10,Leisure and Tourism
573,2014-01-10 13:20:00,Hippokampos,79.26,4795,2014-01-10,Leisure and Tourism
574,2014-01-10 13:25:00,Guy's Gyros,26.76,6816,2014-01-10,Food and Beverage
575,2014-01-10 13:27:00,Guy's Gyros,15.93,7253,2014-01-10,Food and Beverage
576,2014-01-10 13:29:00,Abila Zacharo,113.33,6899,2014-01-10,Leisure and Tourism
577,2014-01-10 13:30:00,Katerina’s Café,34.76,7688,2014-01-10,Food and Beverage
578,2014-01-10 13:30:00,Kalami Kafenion,35.69,3484,2014-01-10,Food and Beverage
579,2014-01-10 13:35:00,Gelatogalore,26.15,1415,2014-01-10,Food and Beverage
580,2014-01-10 13:35:00,Ouzeri Elian,35.24,3853,2014-01-10,Leisure and Tourism
581,2014-01-10 13:35:00,Kalami Kafenion,101.5,9241,2014-01-10,Food and Beverage
582,2014-01-10 13:36:00,Abila Zacharo,36.73,1310,2014-01-10,Leisure and Tourism
583,2014-01-10 13:36:00,Katerina’s Café,25.36,7354,2014-01-10,Food and Beverage
584,2014-01-10 13:38:00,Guy's Gyros,26.68,7384,2014-01-10,Food and Beverage
585,2014-01-10 13:38:00,Katerina’s Café,21.22,2418,2014-01-10,Food and Beverage
586,2014-01-10 13:40:00,Hippokampos,32.01,2463,2014-01-10,Leisure and Tourism
587,2014-01-10 13:44:00,Guy's Gyros,38.15,8411,2014-01-10,Food and Beverage
588,2014-01-10 13:44:00,Ouzeri Elian,20.46,9405,2014-01-10,Leisure and Tourism
589,2014-01-10 13:45:00,Kalami Kafenion,27.48,5407,2014-01-10,Food and Beverage
590,2014-01-10 13:46:00,Abila Zacharo,31.34,2681,2014-01-10,Leisure and Tourism
