,loyalty_timestamp,location,price,loyaltynum,date,category
333,01/06/2014,Abila Airport,777.06,L4063,2014-01-06,Transportation and Heavy Industry
334,01/06/2014,Kronos Pipe and Irrigation,242.21,L4063,2014-01-06,Transportation and Heavy Industry
335,01/06/2014,Maximum Iron and Steel,2859.51,L4063,2014-01-06,Transportation and Heavy Industry
336,01/06/2014,Ouzeri Elian,16.84,L4063,2014-01-06,Leisure and Tourism
337,01/06/2014,Brew've Been Served,14.97,L3572,2014-01-06,Food and Beverage
338,01/06/2014,Brew've Been Served,3.67,L2490,2014-01-06,Food and Beverage
339,01/06/2014,Guy's Gyros,22.57,L2490,2014-01-06,Food and Beverage
340,01/06/2014,Kalami Kafenion,30.1,L2490,2014-01-06,Food and Beverage
341,01/06/2014,U-Pump,59.51,L2490,2014-01-06,Transportation and Heavy Industry
342,01/06/2014,Abila Airport,612.47,L2769,2014-01-06,Transportation and Heavy Industry
343,01/06/2014,Albert's Fine Clothing,121.76,L2169,2014-01-06,Retail and Services
344,01/06/2014,Brew've Been Served,15.58,L2169,2014-01-06,Food and Beverage
345,01/06/2014,Kalami Kafenion,22.31,L2169,2014-01-06,Food and Beverage
346,01/06/2014,Nationwide Refinery,761.64,L9633,2014-01-06,Transportation and Heavy Industry
347,01/06/2014,Stewart and Sons Fabrication,2144.62,L9633,2014-01-06,Manufacturing and Construction
348,01/06/2014,Coffee Cameleon,11.86,L9637,2014-01-06,Food and Beverage
349,01/06/2014,Frydos Autosupply n' More,197.32,L9637,2014-01-06,Manufacturing and Construction
350,01/06/2014,Frydos Autosupply n' More,274.98,L8012,2014-01-06,Manufacturing and Construction
351,01/06/2014,Guy's Gyros,11.22,L8012,2014-01-06,Food and Beverage
352,01/06/2014,Abila Zacharo,50.14,L3288,2014-01-06,Leisure and Tourism
353,01/06/2014,Frydos Autosupply n' More,253.87,L3288,2014-01-06,Manufacturing and Construction
354,01/06/2014,Jack's Magical Beans,18.59,L3288,2014-01-06,Food and Beverage
355,01/06/2014,Gelatogalore,36.33,L7814,2014-01-06,Food and Beverage
356,01/06/2014,Hallowed Grounds,10.66,L7814,2014-01-06,Food and Beverage
357,01/06/2014,Katerina’s Café,26.1,L7814,2014-01-06,Food and Beverage
358,01/06/2014,Abila Zacharo,23.15,L3259,2014-01-06,Leisure and Tourism
359,01/06/2014,Brew've Been Served,12.83,L3259,2014-01-06,Food and Beverage
360,01/06/2014,Katerina’s Café,17.92,L3259,2014-01-06,Food and Beverage
361,01/06/2014,Coffee Cameleon,8.39,L3295,2014-01-06,Food and Beverage
362,01/06/2014,Katerina’s Café,15.52,L3295,2014-01-06,Food and Beverage
363,01/06/2014,Ouzeri Elian,30.87,L3295,2014-01-06,Leisure and Tourism
364,01/06/2014,Brew've Been Served,5.66,L9363,2014-01-06,Food and Beverage
365,01/06/2014,Guy's Gyros,11.94,L9363,2014-01-06,Food and Beverage
366,01/06/2014,Katerina’s Café,19.65,L9363,2014-01-06,Food and Beverage
367,01/06/2014,Jack's Magical Beans,7.84,L5224,2014-01-06,Food and Beverage
368,01/06/2014,Brew've Been Served,16.9,L7291,2014-01-06,Food and Beverage
369,01/06/2014,Ouzeri Elian,34.71,L7291,2014-01-06,Leisure and Tourism
370,01/06/2014,Brew've Been Served,11.34,L8566,2014-01-06,Food and Beverage
371,01/06/2014,Hippokampos,13.26,L8566,2014-01-06,Leisure and Tourism
372,01/06/2014,Abila Zacharo,12.05,L9254,2014-01-06,Leisure and Tourism
373,01/06/2014,Brew've Been Served,10.68,L9254,2014-01-06,Food and Beverage
374,01/06/2014,Shoppers' Delight,293.67,L9254,2014-01-06,Retail and Services
375,01/06/2014,Guy's Gyros,19.67,L6886,2014-01-06,Food and Beverage
376,01/06/2014,Jack's Magical Beans,18.1,L6886,2014-01-06,Food and Beverage
377,01/07/2014,Gelatogalore,21.52,L5777,2014-01-07,Food and Beverage
378,01/07/2014,Hallowed Grounds,4.44,L5777,2014-01-07,Food and Beverage
379,01/07/2014,Ouzeri Elian,25.27,L5777,2014-01-07,Leisure and Tourism
380,01/07/2014,Abila Zacharo,13.52,L7783,2014-01-07,Leisure and Tourism
381,01/07/2014,Bean There Done That,11.25,L7783,2014-01-07,Food and Beverage
382,01/07/2014,Hippokampos,11.56,L7783,2014-01-07,Leisure and Tourism
383,01/07/2014,Guy's Gyros,10.11,L3191,2014-01-07,Food and Beverage
384,01/07/2014,Abila Zacharo,12.72,L4164,2014-01-07,Leisure and Tourism
385,01/07/2014,Hippokampos,15.85,L4164,2014-01-07,Leisure and Tourism
386,01/07/2014,Abila Zacharo,22.25,L6267,2014-01-07,Leisure and Tourism
387,01/07/2014,Jack's Magical Beans,3.68,L6267,2014-01-07,Food and Beverage
388,01/07/2014,Coffee Cameleon,7.66,L1682,2014-01-07,Food and Beverage
389,01/07/2014,Gelatogalore,34.04,L1682,2014-01-07,Food and Beverage
390,01/07/2014,Katerina’s Café,19.49,L1682,2014-01-07,Food and Beverage
391,01/07/2014,Brewed Awakenings,4.84,L1485,2014-01-07,Food and Beverage
392,01/07/2014,Guy's Gyros,22.33,L1485,2014-01-07,Food and Beverage
393,01/07/2014,Hippokampos,31.69,L1485,2014-01-07,Leisure and Tourism
394,01/07/2014,Brewed Awakenings,11.59,L5947,2014-01-07,Food and Beverage
395,01/07/2014,Guy's Gyros,34.09,L5947,2014-01-07,Food and Beverage
396,01/07/2014,Hippokampos,21.2,L5947,2014-01-07,Leisure and Tourism
397,01/07/2014,Hallowed Grounds,14.05,L6119,2014-01-07,Food and Beverage
398,01/07/2014,Katerina’s Café,22.27,L6119,2014-01-07,Food and Beverage
399,01/07/2014,Katerina’s Café,14.75,L6119,2014-01-07,Food and Beverage
400,01/07/2014,Bean There Done That,13.89,L3014,2014-01-07,Food and Beverage
401,01/07/2014,Hippokampos,20.17,L3014,2014-01-07,Leisure and Tourism
402,01/07/2014,Kalami Kafenion,22.83,L3014,2014-01-07,Food and Beverage
403,01/07/2014,Brewed Awakenings,6.72,L2070,2014-01-07,Food and Beverage
404,01/07/2014,Gelatogalore,35.06,L2070,2014-01-07,Food and Beverage
405,01/07/2014,Hippokampos,22.18,L2070,2014-01-07,Leisure and Tourism
406,01/07/2014,Bean There Done That,8.03,L4149,2014-01-07,Food and Beverage
407,01/07/2014,Hippokampos,10.19,L4149,2014-01-07,Leisure and Tourism
408,01/07/2014,Hallowed Grounds,18.97,L6544,2014-01-07,Food and Beverage
409,01/07/2014,Kalami Kafenion,22.14,L6544,2014-01-07,Food and Beverage
410,01/07/2014,Gelatogalore,31.77,L4424,2014-01-07,Food and Beverage
411,01/07/2014,Abila Zacharo,25.9,L5259,2014-01-07,Leisure and Tourism
412,01/07/2014,Guy's Gyros,14.87,L5259,2014-01-07,Food and Beverage
413,01/07/2014,Brew've Been Served,5.08,L3800,2014-01-07,Food and Beverage
414,01/07/2014,Guy's Gyros,22.25,L3800,2014-01-07,Food and Beverage
415,01/07/2014,Kalami Kafenion,25.9,L3800,2014-01-07,Food and Beverage
416,01/07/2014,Guy's Gyros,12.57,L5553,2014-01-07,Food and Beverage
417,01/07/2014,Hallowed Grounds,9.92,L5553,2014-01-07,Food and Beverage
418,01/07/2014,Katerina’s Café,17.26,L5553,2014-01-07,Food and Beverage
419,01/07/2014,Albert's Fine Clothing,228.36,L3366,2014-01-07,Retail and Services
420,01/07/2014,Bean There Done That,6.25,L3366,2014-01-07,Food and Beverage
421,01/07/2014,Ouzeri Elian,24.84,L3366,2014-01-07,Leisure and Tourism
422,01/07/2014,Guy's Gyros,11.31,L8148,2014-01-07,Food and Beverage
423,01/07/2014,Abila Airport,3840.37,L7761,2014-01-07,Transportation and Heavy Industry
424,01/07/2014,Stewart and Sons Fabrication,1200.9,L7761,2014-01-07,Manufacturing and Construction
425,01/07/2014,Brew've Been Served,11.92,L3572,2014-01-07,Food and Beverage
426,01/07/2014,Brew've Been Served,9.06,L2490,2014-01-07,Food and Beverage
427,01/07/2014,Guy's Gyros,31.23,L2490,2014-01-07,Food and Beverage
428,01/07/2014,Katerina’s Café,31.41,L2490,2014-01-07,Food and Beverage
429,01/07/2014,Abila Airport,124.89,L2769,2014-01-07,Transportation and Heavy Industry
430,01/07/2014,Abila Airport,3411.29,L2769,2014-01-07,Transportation and Heavy Industry
431,01/07/2014,Brew've Been Served,3.0,L2169,2014-01-07,Food and Beverage
432,01/07/2014,Katerina’s Café,10.9,L2169,2014-01-07,Food and Beverage
433,01/07/2014,Carlyle Chemical Inc.,3827.2,L5756,2014-01-07,Retail and Services
434,01/07/2014,Katerina’s Café,19.07,L5756,2014-01-07,Food and Beverage
435,01/07/2014,Nationwide Refinery,1562.66,L5756,2014-01-07,Transportation and Heavy Industry
436,01/07/2014,Nationwide Refinery,1347.36,L9633,2014-01-07,Transportation and Heavy Industry
437,01/07/2014,Stewart and Sons Fabrication,1783.33,L9633,2014-01-07,Manufacturing and Construction
438,01/07/2014,Kronos Pipe and Irrigation,3920.82,L8477,2014-01-07,Transportation and Heavy Industry
439,01/07/2014,Maximum Iron and Steel,3207.31,L8477,2014-01-07,Transportation and Heavy Industry
440,01/07/2014,Coffee Cameleon,11.55,L9637,2014-01-07,Food and Beverage
441,01/07/2014,Katerina’s Café,10.07,L9637,2014-01-07,Food and Beverage
442,01/07/2014,Ouzeri Elian,29.1,L9637,2014-01-07,Leisure and Tourism
443,01/07/2014,Hallowed Grounds,7.88,L8012,2014-01-07,Food and Beverage
444,01/07/2014,Katerina’s Café,18.35,L8012,2014-01-07,Food and Beverage
445,01/07/2014,Jack's Magical Beans,18.77,L3288,2014-01-07,Food and Beverage
446,01/07/2014,Kalami Kafenion,45.05,L3288,2014-01-07,Food and Beverage
447,01/07/2014,Ouzeri Elian,11.41,L3288,2014-01-07,Leisure and Tourism
448,01/07/2014,Hallowed Grounds,9.61,L7814,2014-01-07,Food and Beverage
449,01/07/2014,Hippokampos,16.11,L7814,2014-01-07,Leisure and Tourism
450,01/07/2014,Katerina’s Café,32.83,L7814,2014-01-07,Food and Beverage
451,01/07/2014,Brew've Been Served,14.49,L3259,2014-01-07,Food and Beverage
452,01/07/2014,Gelatogalore,17.21,L3259,2014-01-07,Food and Beverage
453,01/07/2014,Katerina’s Café,33.29,L3259,2014-01-07,Food and Beverage
454,01/07/2014,Coffee Cameleon,9.1,L3295,2014-01-07,Food and Beverage
455,01/07/2014,Gelatogalore,8.97,L3295,2014-01-07,Food and Beverage
456,01/07/2014,Katerina’s Café,19.53,L3295,2014-01-07,Food and Beverage
457,01/07/2014,Brew've Been Served,7.74,L9363,2014-01-07,Food and Beverage
458,01/07/2014,Frydos Autosupply n' More,272.73,L9363,2014-01-07,Manufacturing and Construction
459,01/07/2014,Ouzeri Elian,19.51,L9363,2014-01-07,Leisure and Tourism
460,01/07/2014,Abila Scrapyard,2149.28,L3317,2014-01-07,Retail and Services
461,01/07/2014,Abila Airport,1641.96,L3317,2014-01-07,Transportation and Heavy Industry
462,01/07/2014,Nationwide Refinery,889.58,L3317,2014-01-07,Transportation and Heavy Industry
463,01/07/2014,Guy's Gyros,29.57,L5224,2014-01-07,Food and Beverage
464,01/07/2014,Jack's Magical Beans,19.61,L5224,2014-01-07,Food and Beverage
465,01/07/2014,Abila Zacharo,17.81,L7291,2014-01-07,Leisure and Tourism
466,01/07/2014,Brew've Been Served,18.53,L7291,2014-01-07,Food and Beverage
467,01/07/2014,Kalami Kafenion,18.06,L8566,2014-01-07,Food and Beverage
468,01/07/2014,Brewed Awakenings,12.59,L9254,2014-01-07,Food and Beverage
469,01/07/2014,Guy's Gyros,38.56,L9254,2014-01-07,Food and Beverage
470,01/07/2014,Guy's Gyros,9.76,L9254,2014-01-07,Food and Beverage
471,01/07/2014,Gelatogalore,8.98,L6886,2014-01-07,Food and Beverage
472,01/07/2014,Hippokampos,37.88,L6886,2014-01-07,Leisure and Tourism
473,01/07/2014,Jack's Magical Beans,9.84,L6886,2014-01-07,Food and Beverage
474,01/08/2014,Hippokampos,39.8,L5777,2014-01-08,Leisure and Tourism
475,01/08/2014,Ouzeri Elian,10.81,L5777,2014-01-08,Leisure and Tourism
476,01/08/2014,Abila Zacharo,14.41,L7783,2014-01-08,Leisure and Tourism
477,01/08/2014,Bean There Done That,17.45,L7783,2014-01-08,Food and Beverage
478,01/08/2014,Hippokampos,10.52,L7783,2014-01-08,Leisure and Tourism
479,01/08/2014,Albert's Fine Clothing,136.01,L3191,2014-01-08,Retail and Services
480,01/08/2014,Bean There Done That,12.07,L3191,2014-01-08,Food and Beverage
481,01/08/2014,Hippokampos,28.79,L3191,2014-01-08,Leisure and Tourism
482,01/08/2014,Brewed Awakenings,11.73,L4164,2014-01-08,Food and Beverage
483,01/08/2014,Hippokampos,26.31,L4164,2014-01-08,Leisure and Tourism
484,01/08/2014,Ouzeri Elian,32.61,L4164,2014-01-08,Leisure and Tourism
485,01/08/2014,Jack's Magical Beans,3.96,L6267,2014-01-08,Food and Beverage
486,01/08/2014,Katerina’s Café,8.53,L6267,2014-01-08,Food and Beverage
487,01/08/2014,Ouzeri Elian,29.85,L6267,2014-01-08,Leisure and Tourism
488,01/08/2014,Coffee Cameleon,6.59,L1682,2014-01-08,Food and Beverage
489,01/08/2014,Hippokampos,16.59,L1682,2014-01-08,Leisure and Tourism
490,01/08/2014,Katerina’s Café,19.12,L1682,2014-01-08,Food and Beverage
491,01/08/2014,Brew've Been Served,12.92,L1485,2014-01-08,Food and Beverage
492,01/08/2014,Frank's Fuel,65.34,L1485,2014-01-08,Retail and Services
493,01/08/2014,Frydos Autosupply n' More,182.56,L1485,2014-01-08,Manufacturing and Construction
494,01/08/2014,Guy's Gyros,17.9,L1485,2014-01-08,Food and Beverage
495,01/08/2014,Brewed Awakenings,12.32,L5947,2014-01-08,Food and Beverage
496,01/08/2014,Chostus Hotel,107.51,L5947,2014-01-08,Leisure and Tourism
497,01/08/2014,Hippokampos,16.54,L5947,2014-01-08,Leisure and Tourism
498,01/08/2014,Gelatogalore,35.29,L6119,2014-01-08,Food and Beverage
499,01/08/2014,Hallowed Grounds,19.92,L6119,2014-01-08,Food and Beverage
500,01/08/2014,Katerina’s Café,36.6,L6119,2014-01-08,Food and Beverage
501,01/08/2014,Hippokampos,12.62,L3014,2014-01-08,Leisure and Tourism
502,01/08/2014,Hippokampos,26.55,L2070,2014-01-08,Leisure and Tourism
503,01/08/2014,Hippokampos,15.64,L2070,2014-01-08,Leisure and Tourism
504,01/08/2014,Bean There Done That,14.96,L4149,2014-01-08,Food and Beverage
505,01/08/2014,Hippokampos,37.89,L4149,2014-01-08,Leisure and Tourism
506,01/08/2014,General Grocer,265.84,L6544,2014-01-08,Retail and Services
507,01/08/2014,Guy's Gyros,15.86,L4424,2014-01-08,Food and Beverage
508,01/08/2014,Hallowed Grounds,8.15,L4424,2014-01-08,Food and Beverage
509,01/08/2014,Katerina’s Café,27.87,L4424,2014-01-08,Food and Beverage
510,01/08/2014,Brew've Been Served,17.13,L5259,2014-01-08,Food and Beverage
511,01/08/2014,Gelatogalore,36.72,L5259,2014-01-08,Food and Beverage
512,01/08/2014,Brew've Been Served,3.42,L3800,2014-01-08,Food and Beverage
513,01/08/2014,Guy's Gyros,30.12,L3800,2014-01-08,Food and Beverage
514,01/08/2014,Guy's Gyros,28.81,L3800,2014-01-08,Food and Beverage
515,01/08/2014,Abila Zacharo,16.2,L5553,2014-01-08,Leisure and Tourism
516,01/08/2014,Hallowed Grounds,3.4,L5553,2014-01-08,Food and Beverage
517,01/08/2014,Bean There Done That,16.18,L3366,2014-01-08,Food and Beverage
518,01/08/2014,Hippokampos,32.66,L3366,2014-01-08,Leisure and Tourism
519,01/08/2014,Katerina’s Café,37.04,L3366,2014-01-08,Food and Beverage
520,01/08/2014,Brew've Been Served,8.27,L8148,2014-01-08,Food and Beverage
521,01/08/2014,Kalami Kafenion,14.77,L8148,2014-01-08,Food and Beverage
522,01/08/2014,Brew've Been Served,7.26,L3572,2014-01-08,Food and Beverage
523,01/08/2014,Brew've Been Served,11.87,L2490,2014-01-08,Food and Beverage
524,01/08/2014,Gelatogalore,39.75,L2490,2014-01-08,Food and Beverage
525,01/08/2014,Guy's Gyros,19.08,L2490,2014-01-08,Food and Beverage
526,01/08/2014,Abila Airport,2723.18,L2769,2014-01-08,Transportation and Heavy Industry
527,01/08/2014,Abila Airport,2769.12,L2769,2014-01-08,Transportation and Heavy Industry
528,01/08/2014,Brew've Been Served,6.3,L2169,2014-01-08,Food and Beverage
529,01/08/2014,Guy's Gyros,10.34,L2169,2014-01-08,Food and Beverage
530,01/08/2014,Guy's Gyros,30.48,L2169,2014-01-08,Food and Beverage
531,01/08/2014,Nationwide Refinery,4513.16,L5485,2014-01-08,Transportation and Heavy Industry
532,01/08/2014,Stewart and Sons Fabrication,1738.26,L5485,2014-01-08,Manufacturing and Construction
533,01/08/2014,Carlyle Chemical Inc.,4901.88,L5756,2014-01-08,Retail and Services
534,01/08/2014,Katerina’s Café,29.26,L5756,2014-01-08,Food and Beverage
535,01/08/2014,Nationwide Refinery,4367.43,L5756,2014-01-08,Transportation and Heavy Industry
536,01/08/2014,Nationwide Refinery,3674.32,L9633,2014-01-08,Transportation and Heavy Industry
537,01/08/2014,Stewart and Sons Fabrication,1673.77,L9633,2014-01-08,Manufacturing and Construction
538,01/08/2014,Carlyle Chemical Inc.,4983.52,L8477,2014-01-08,Retail and Services
539,01/08/2014,Kronos Pipe and Irrigation,3615.61,L8477,2014-01-08,Transportation and Heavy Industry
540,01/08/2014,Maximum Iron and Steel,3136.01,L8477,2014-01-08,Transportation and Heavy Industry
541,01/08/2014,Coffee Cameleon,15.71,L9637,2014-01-08,Food and Beverage
542,01/08/2014,Katerina’s Café,26.45,L9637,2014-01-08,Food and Beverage
543,01/08/2014,Katerina’s Café,33.31,L9637,2014-01-08,Food and Beverage
544,01/08/2014,Katerina’s Café,31.59,L8012,2014-01-08,Food and Beverage
545,01/08/2014,Gelatogalore,50.36,L3288,2014-01-08,Food and Beverage
546,01/08/2014,Jack's Magical Beans,18.78,L3288,2014-01-08,Food and Beverage
547,01/08/2014,Ouzeri Elian,62.2,L3288,2014-01-08,Leisure and Tourism
548,01/08/2014,Hallowed Grounds,3.11,L7814,2014-01-08,Food and Beverage
549,01/08/2014,Kalami Kafenion,23.82,L7814,2014-01-08,Food and Beverage
550,01/08/2014,Brew've Been Served,13.68,L3259,2014-01-08,Food and Beverage
551,01/08/2014,Gelatogalore,20.72,L3259,2014-01-08,Food and Beverage
552,01/08/2014,Coffee Cameleon,12.26,L3295,2014-01-08,Food and Beverage
553,01/08/2014,Kalami Kafenion,24.08,L3295,2014-01-08,Food and Beverage
554,01/08/2014,Katerina’s Café,32.83,L3295,2014-01-08,Food and Beverage
555,01/08/2014,Abila Zacharo,30.85,L9363,2014-01-08,Leisure and Tourism
556,01/08/2014,Brew've Been Served,10.15,L9363,2014-01-08,Food and Beverage
557,01/08/2014,Jack's Magical Beans,12.37,L5224,2014-01-08,Food and Beverage
558,01/08/2014,Ouzeri Elian,29.73,L5224,2014-01-08,Leisure and Tourism
559,01/08/2014,Brew've Been Served,19.17,L7291,2014-01-08,Food and Beverage
560,01/08/2014,Chostus Hotel,111.89,L7291,2014-01-08,Leisure and Tourism
561,01/08/2014,Guy's Gyros,18.24,L7291,2014-01-08,Food and Beverage
562,01/08/2014,Brew've Been Served,12.3,L8566,2014-01-08,Food and Beverage
563,01/08/2014,Hippokampos,9.03,L8566,2014-01-08,Leisure and Tourism
564,01/08/2014,Brew've Been Served,15.66,L9254,2014-01-08,Food and Beverage
565,01/08/2014,Guy's Gyros,15.69,L9254,2014-01-08,Food and Beverage
566,01/08/2014,Kalami Kafenion,31.96,L9254,2014-01-08,Food and Beverage
567,01/08/2014,Abila Zacharo,36.85,L6886,2014-01-08,Leisure and Tourism
568,01/08/2014,Hippokampos,18.99,L6886,2014-01-08,Leisure and Tourism
569,01/08/2014,Jack's Magical Beans,11.25,L6886,2014-01-08,Food and Beverage
570,01/09/2014,Abila Zacharo,29.41,L5777,2014-01-09,Leisure and Tourism
571,01/09/2014,Hallowed Grounds,14.45,L5777,2014-01-09,Food and Beverage
572,01/09/2014,Bean There Done That,13.0,L7783,2014-01-09,Food and Beverage
573,01/09/2014,Guy's Gyros,14.91,L7783,2014-01-09,Food and Beverage
574,01/09/2014,Hippokampos,8.43,L3191,2014-01-09,Leisure and Tourism
575,01/09/2014,Hippokampos,10.12,L3191,2014-01-09,Leisure and Tourism
576,01/09/2014,Kronos Mart,203.91,L4164,2014-01-09,Retail and Services
577,01/09/2014,Ouzeri Elian,26.09,L4164,2014-01-09,Leisure and Tourism
578,01/09/2014,Gelatogalore,8.6,L6267,2014-01-09,Food and Beverage
579,01/09/2014,Jack's Magical Beans,10.11,L6267,2014-01-09,Food and Beverage
580,01/09/2014,Katerina’s Café,17.02,L1682,2014-01-09,Food and Beverage
581,01/09/2014,Frydos Autosupply n' More,276.75,L1485,2014-01-09,Manufacturing and Construction
582,01/09/2014,Jack's Magical Beans,6.0,L1485,2014-01-09,Food and Beverage
583,01/09/2014,Katerina’s Café,10.42,L1485,2014-01-09,Food and Beverage
584,01/09/2014,Brewed Awakenings,13.16,L5947,2014-01-09,Food and Beverage
585,01/09/2014,Gelatogalore,16.74,L5947,2014-01-09,Food and Beverage
586,01/09/2014,Hippokampos,15.02,L5947,2014-01-09,Leisure and Tourism
587,01/09/2014,Guy's Gyros,13.59,L6119,2014-01-09,Food and Beverage
588,01/09/2014,Guy's Gyros,8.23,L6119,2014-01-09,Food and Beverage
589,01/09/2014,Bean There Done That,4.06,L3014,2014-01-09,Food and Beverage
590,01/09/2014,Katerina’s Café,8.01,L3014,2014-01-09,Food and Beverage
591,01/09/2014,Albert's Fine Clothing,229.98,L2070,2014-01-09,Retail and Services
592,01/09/2014,Brewed Awakenings,17.66,L2070,2014-01-09,Food and Beverage
593,01/09/2014,Frydos Autosupply n' More,60.65,L4149,2014-01-09,Manufacturing and Construction
594,01/09/2014,Hippokampos,9.12,L4149,2014-01-09,Leisure and Tourism
595,01/09/2014,Hallowed Grounds,16.77,L6544,2014-01-09,Food and Beverage
596,01/09/2014,Ouzeri Elian,32.89,L6544,2014-01-09,Leisure and Tourism
597,01/09/2014,Abila Zacharo,20.73,L4424,2014-01-09,Leisure and Tourism
598,01/09/2014,Hallowed Grounds,17.84,L4424,2014-01-09,Food and Beverage
599,01/09/2014,Abila Zacharo,14.37,L5259,2014-01-09,Leisure and Tourism
600,01/09/2014,Brew've Been Served,5.3,L3800,2014-01-09,Food and Beverage
601,01/09/2014,Guy's Gyros,35.05,L3800,2014-01-09,Food and Beverage
602,01/09/2014,Kalami Kafenion,18.14,L3800,2014-01-09,Food and Beverage
603,01/09/2014,Guy's Gyros,15.0,L5553,2014-01-09,Food and Beverage
604,01/09/2014,Hallowed Grounds,18.48,L5553,2014-01-09,Food and Beverage
605,01/09/2014,Katerina’s Café,26.0,L5553,2014-01-09,Food and Beverage
606,01/09/2014,Bean There Done That,4.05,L3366,2014-01-09,Food and Beverage
607,01/09/2014,Hippokampos,24.96,L3366,2014-01-09,Leisure and Tourism
608,01/09/2014,Kalami Kafenion,30.76,L3366,2014-01-09,Food and Beverage
609,01/09/2014,Brew've Been Served,15.82,L8148,2014-01-09,Food and Beverage
610,01/09/2014,Guy's Gyros,29.96,L8148,2014-01-09,Food and Beverage
611,01/09/2014,Ouzeri Elian,22.4,L8148,2014-01-09,Leisure and Tourism
612,01/09/2014,Abila Airport,2358.22,L7761,2014-01-09,Transportation and Heavy Industry
613,01/09/2014,Nationwide Refinery,1420.39,L7761,2014-01-09,Transportation and Heavy Industry
614,01/09/2014,Stewart and Sons Fabrication,1015.65,L7761,2014-01-09,Manufacturing and Construction
615,01/09/2014,Brew've Been Served,17.64,L3572,2014-01-09,Food and Beverage
616,01/09/2014,Guy's Gyros,18.26,L3572,2014-01-09,Food and Beverage
617,01/09/2014,Abila Zacharo,8.16,L2490,2014-01-09,Leisure and Tourism
618,01/09/2014,Brew've Been Served,12.12,L2490,2014-01-09,Food and Beverage
619,01/09/2014,Frydos Autosupply n' More,138.02,L2490,2014-01-09,Manufacturing and Construction
620,01/09/2014,Abila Airport,182.93,L2769,2014-01-09,Transportation and Heavy Industry
621,01/09/2014,Abila Airport,4538.52,L2769,2014-01-09,Transportation and Heavy Industry
622,01/09/2014,Brew've Been Served,6.21,L2169,2014-01-09,Food and Beverage
623,01/09/2014,Guy's Gyros,31.31,L2169,2014-01-09,Food and Beverage
624,01/09/2014,Hippokampos,25.7,L2169,2014-01-09,Leisure and Tourism
625,01/09/2014,Carlyle Chemical Inc.,529.47,L5756,2014-01-09,Retail and Services
626,01/09/2014,Carlyle Chemical Inc.,382.43,L5756,2014-01-09,Retail and Services
627,01/09/2014,Carlyle Chemical Inc.,2176.2,L5756,2014-01-09,Retail and Services
628,01/09/2014,Katerina’s Café,16.98,L5756,2014-01-09,Food and Beverage
629,01/09/2014,Nationwide Refinery,289.3,L5756,2014-01-09,Transportation and Heavy Industry
630,01/09/2014,Nationwide Refinery,674.28,L9633,2014-01-09,Transportation and Heavy Industry
631,01/09/2014,Stewart and Sons Fabrication,3544.0,L9633,2014-01-09,Manufacturing and Construction
632,01/09/2014,Carlyle Chemical Inc.,732.82,L8477,2014-01-09,Retail and Services
633,01/09/2014,Kronos Pipe and Irrigation,423.14,L8477,2014-01-09,Transportation and Heavy Industry
634,01/09/2014,Maximum Iron and Steel,1527.14,L8477,2014-01-09,Transportation and Heavy Industry
635,01/09/2014,Coffee Cameleon,16.13,L9637,2014-01-09,Food and Beverage
636,01/09/2014,Hallowed Grounds,17.56,L8012,2014-01-09,Food and Beverage
637,01/09/2014,Hippokampos,13.84,L8012,2014-01-09,Leisure and Tourism
638,01/09/2014,Katerina’s Café,8.57,L8012,2014-01-09,Food and Beverage
639,01/09/2014,Abila Zacharo,48.39,L3288,2014-01-09,Leisure and Tourism
640,01/09/2014,Katerina’s Café,19.02,L7814,2014-01-09,Food and Beverage
641,01/09/2014,Gelatogalore,11.94,L3259,2014-01-09,Food and Beverage
642,01/09/2014,Hallowed Grounds,10.25,L3259,2014-01-09,Food and Beverage
643,01/09/2014,Coffee Cameleon,19.99,L3295,2014-01-09,Food and Beverage
644,01/09/2014,Guy's Gyros,17.44,L3295,2014-01-09,Food and Beverage
645,01/09/2014,Katerina’s Café,26.6,L3295,2014-01-09,Food and Beverage
646,01/09/2014,Brew've Been Served,19.47,L9363,2014-01-09,Food and Beverage
647,01/09/2014,Abila Scrapyard,1158.36,L3317,2014-01-09,Retail and Services
648,01/09/2014,Abila Airport,4792.5,L3317,2014-01-09,Transportation and Heavy Industry
649,01/09/2014,Nationwide Refinery,1322.5,L3317,2014-01-09,Transportation and Heavy Industry
650,01/09/2014,Stewart and Sons Fabrication,918.6,L3317,2014-01-09,Manufacturing and Construction
651,01/09/2014,Hippokampos,23.66,L5224,2014-01-09,Leisure and Tourism
652,01/09/2014,Katerina’s Café,25.85,L5224,2014-01-09,Food and Beverage
653,01/09/2014,Brew've Been Served,10.71,L7291,2014-01-09,Food and Beverage
654,01/09/2014,Hippokampos,27.93,L7291,2014-01-09,Leisure and Tourism
655,01/09/2014,Brew've Been Served,5.13,L8566,2014-01-09,Food and Beverage
656,01/09/2014,Gelatogalore,23.45,L8566,2014-01-09,Food and Beverage
657,01/09/2014,General Grocer,285.34,L8566,2014-01-09,Retail and Services
658,01/09/2014,Brew've Been Served,14.85,L9254,2014-01-09,Food and Beverage
659,01/09/2014,Guy's Gyros,25.4,L9254,2014-01-09,Food and Beverage
660,01/09/2014,Guy's Gyros,31.81,L9254,2014-01-09,Food and Beverage
